*Vertices
1	Afghanistan
2	Austria
3	"Bosnia and Herzegovina"
4	Bulgaria
5	China
6	Croatia
7	Germany
8	Hungary
9	Iran
10	Italy
11	"North Macedonia"
12	Others
13	Poland
14	Romania
15	Russia
16	Serbia
17	Slovakia
18	Slovenia
19	Syria
20	Turkey
21	Ukraine
*Edges
2	12	35.72446894882275
2	21	102.579738071742
12	21	154.2427938927134
19	21	4.209807747696804
2	7	143.15925573670697
12	7	198.9122542693373
16	7	2.664871008393142
19	7	53.958899617354696
21	7	306.89202717849093
2	15	4.019365359169102
12	15	41.7605593847385
21	15	130.5980003171137
7	15	105.83671360633076
2	9	6.336068057344183
12	9	3.012327854456427
21	9	40.695908306712376
7	9	51.221164801366456
15	9	4.303594474979513
2	10	55.84608595179
12	10	97.4363879169925
16	10	13.114615377920304
19	10	33.63485711042216
21	10	179.91153978878654
7	10	236.62141507849023
14	10	3.5803551092224346
6	10	23.00855566561927
15	10	67.75764470743796
8	10	23.35789600246486
4	10	23.384317593465106
17	10	9.914395401197384
9	10	27.77942810020316
5	10	8.021919981102783
2	18	3.2318236363643207
12	18	13.238984426879306
21	18	39.792753574986186
7	18	44.26348143335255
15	18	11.673712742520372
4	18	0.8942002840176055
10	18	37.73021819349814
12	19	10.61148702660575
16	19	60.34054439080437
20	19	47.63859568894343
16	20	68.42139528455441
16	14	26.16995778037841
20	14	20.723454021485335
19	14	10.865919058939657
16	13	0.5787590783982708
16	6	48.06296434734569
20	6	25.77581929168885
19	6	28.42389332843386
21	6	1.041063480551447
7	6	26.07740558077045
14	6	15.712598552223652
16	3	49.63071301697054
20	3	48.707399065958505
19	3	36.28248151526545
14	3	15.900515506030338
6	3	32.94861985667338
16	4	38.84488213252909
20	4	44.92554408729006
19	4	43.84285375773747
21	4	1.9233693190865584
7	4	16.270224170067863
14	4	7.547971582092881
6	4	18.39877443864749
3	4	34.21540077808205
16	11	23.00134562647522
20	11	32.57219997283956
19	11	14.605083338959378
14	11	0.7488131791127692
1	11	1.2134484772393082
6	11	7.711157589676315
3	11	19.441183381238297
4	11	17.18441011677427
20	1	13.166786012545115
21	8	17.419731778859585
7	8	39.18583072974097
21	5	3.7757912825311575
7	5	13.210874856749127
7	17	12.545266042626071
